Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2022,DC,District of Columbia,District of Columbia,11001,11001004401,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.0,,,0.9,1.1,3430,3236,POINT (-77.0282129 38.9186825),11001004401,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001005601,BRFSS,Disability,Any disability among adults,%,Crude prevalence,17.1,,,14.6,19.8,2900,2852,POINT (-77.0524317 38.901567),11001005601,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007409,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,6.0,,,5.4,6.7,3835,2579,POINT (-76.975165 38.8445818),11001007409,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001005802,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,32.4,,,28.2,37.1,2145,2058,POINT (-77.0265766 38.8979674),11001005802,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001000300,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,3.2,,,2.8,3.6,6161,5081,POINT (-77.0748728 38.9179099),11001000300,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001001402,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,11.2,,,10.2,12.2,3514,2829,POINT (-77.0630933 38.9606051),11001001402,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2021,DC,District of Columbia,District of Columbia,11001,11001001600,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,80.0,,,77.1,82.5,4471,3466,POINT (-77.0382324 38.9849725),11001001600,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001003500,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,7.3,,,6.3,8.6,4801,4489,POINT (-77.024341 38.9223765),11001003500,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2022,DC,District of Columbia,District of Columbia,11001,11001003100,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,8.3,,,7.3,9.4,3873,3329,POINT (-77.0254235 38.930617),11001003100,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001002503,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,6.4,,,5.7,7.2,3031,2622,POINT (-77.0271734 38.9386375),11001002503,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001001401,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,5.6,,,4.8,6.5,3258,2520,POINT (-77.0706075 38.9653036),11001001401,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001009801,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.3,,,26.7,36.1,1848,1419,POINT (-76.9963306 38.8328939),11001009801,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001007806,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,7.0,,,6.4,7.6,3457,2888,POINT (-76.932552 38.9055926),11001007806,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001004901,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.0,,,8.8,11.1,3380,2925,POINT (-77.0244761 38.9113296),11001004901,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001008002,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,33.3,,,29.1,38.0,3366,2690,POINT (-76.9827594 38.8915403),11001008002,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2021,DC,District of Columbia,District of Columbia,11001,11001000703,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,80.4,,,77.4,83.2,3022,2742,POINT (-77.0790462 38.9290941),11001000703,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001001003,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.1,,,71.7,83.5,3111,2257,POINT (-77.0930741 38.9492362),11001001003,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,DC,District of Columbia,District of Columbia,11001,11001005302,BRFSS,Disability,Any disability among adults,%,Crude prevalence,11.7,,,9.8,13.7,2518,2339,POINT (-77.0386443 38.9124517),11001005302,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007703,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,15.6,,,14.0,17.2,5227,3819,POINT (-76.947455 38.8863224),11001007703,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001000703,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,28.3,,,24.4,32.7,3022,2742,POINT (-77.0790462 38.9290941),11001000703,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001008701,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,8.6,,,7.6,9.8,2814,2404,POINT (-77.0062645 38.9141018),11001008701,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001005501,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,30.1,,,26.1,34.0,2303,2196,POINT (-77.0494324 38.9052766),11001005501,RISKBEH,BINGE,CrdPrv,Binge Drinking
2022,DC,District of Columbia,District of Columbia,11001,11001002201,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,,,9.6,12.1,3485,2755,POINT (-77.0232932 38.9491337),11001002201,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001009508,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,74.9,,,70.3,79.0,4243,3497,POINT (-76.9985582 38.9536826),11001009508,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001000804,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,3.9,,,3.5,4.4,3832,3035,POINT (-77.0918347 38.9221746),11001000804,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001011002,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,8.6,,,7.4,9.9,1859,1791,POINT (-77.0182455 38.8681789),11001011002,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,DC,District of Columbia,District of Columbia,11001,11001000804,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,32.4,,,28.7,36.3,3832,3035,POINT (-77.0918347 38.9221746),11001000804,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001009203,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,16.4,,,14.8,18.1,2775,2389,POINT (-77.0054956 38.9219735),11001009203,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001002202,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,12.8,,,11.2,14.5,3339,2556,POINT (-77.0118821 38.9479653),11001002202,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001008001,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.5,,,1.4,1.7,3103,2516,POINT (-76.9866524 38.8961726),11001008001,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001001804,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.5,,,4.1,4.9,5500,4129,POINT (-77.0304334 38.9670945),11001001804,HLTHOUT,STROKE,CrdPrv,Stroke
2022,DC,District of Columbia,District of Columbia,11001,11001010500,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,6.4,,,5.8,7.1,3712,3297,POINT (-77.0133789 38.8818529),11001010500,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001003801,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,7.3,,,5.8,8.9,1800,1642,POINT (-77.0389415 38.9197759),11001003801,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001001003,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,2.8,,,2.1,3.8,3111,2257,POINT (-77.0930741 38.9492362),11001001003,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001008301,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.3,,,8.2,10.4,3220,2781,POINT (-77.0008008 38.8970373),11001008301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001009906,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.1,,,72.8,81.0,1773,1407,POINT (-76.9359151 38.8879464),11001009906,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001001004,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,26.3,,,21.5,31.3,4480,3529,POINT (-77.0853886 38.9487665),11001001004,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001005303,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.1,,,70.7,82.6,3215,3066,POINT (-77.0391656 38.909613),11001005303,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,DC,District of Columbia,District of Columbia,11001,11001003701,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.9,,,2.6,3.2,2916,2536,POINT (-77.0342887 38.9214487),11001003701,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001005003,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,28.7,,,23.7,34.0,2143,2058,POINT (-77.0307609 38.9074041),11001005003,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001000502,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,2.5,,,2.3,2.8,3418,2972,POINT (-77.0595624 38.9283547),11001000502,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007808,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,25.7,,,22.8,28.7,3792,2833,POINT (-76.9192026 38.8922212),11001007808,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,DC,District of Columbia,District of Columbia,11001,11001009604,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,40.6,,,36.5,45.1,1996,1640,POINT (-76.9585043 38.8931572),11001009604,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001004201,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,1.9,,,1.6,2.1,3548,3398,POINT (-77.0388456 38.9162076),11001004201,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001007406,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,15.7,,,14.0,17.4,3528,2133,POINT (-76.9895582 38.8555543),11001007406,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001001901,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,78.0,,,71.7,83.3,4206,3316,POINT (-77.0236327 38.9646853),11001001901,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,DC,District of Columbia,District of Columbia,11001,11001009811,BRFSS,Disability,Any disability among adults,%,Crude prevalence,33.4,,,29.5,37.4,4438,2988,POINT (-76.9984594 38.826651),11001009811,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001008804,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,31.8,,,27.8,36.3,2417,2063,POINT (-76.9812669 38.9102408),11001008804,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001005801,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,9.3,,,7.6,11.0,1672,1570,POINT (-77.0205095 38.8975634),11001005801,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001006802,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,4.6,,,4.1,5.3,2580,2055,POINT (-76.9814483 38.8832158),11001006802,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001008402,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,20.8,,,17.8,24.3,2447,2116,POINT (-76.991021 38.898596),11001008402,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001007202,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.9,,,20.1,27.9,4303,4152,POINT (-77.0070741 38.8786426),11001007202,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,DC,District of Columbia,District of Columbia,11001,11001005303,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,87.0,,,84.1,89.6,3215,3066,POINT (-77.0391656 38.909613),11001005303,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2022,DC,District of Columbia,District of Columbia,11001,11001000102,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,3.7,,,3.3,4.1,3417,2929,POINT (-77.0620045 38.905422),11001000102,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000600,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,3.6,,,3.0,4.2,4676,3848,POINT (-77.0675114 38.9368114),11001000600,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2022,DC,District of Columbia,District of Columbia,11001,11001000600,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,7.3,,,6.4,8.2,4676,3848,POINT (-77.0675114 38.9368114),11001000600,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001002501,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,10.1,,,9.1,11.3,2688,2190,POINT (-77.0317348 38.9446515),11001002501,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001004402,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,20.5,,,15.9,25.4,2755,2485,POINT (-77.0270354 38.9155152),11001004402,HLTHOUT,OBESITY,CrdPrv,Obesity
2022,DC,District of Columbia,District of Columbia,11001,11001010900,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.7,,,11.1,14.3,3333,2403,POINT (-77.0238475 38.8132364),11001010900,HLTHOUT,DIABETES,CrdPrv,Diabetes
2022,DC,District of Columbia,District of Columbia,11001,11001006801,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,4.2,,,3.7,4.7,2238,1858,POINT (-76.9801087 38.8877413),11001006801,HLTHOUT,COPD,CrdPrv,COPD
2022,DC,District of Columbia,District of Columbia,11001,11001010800,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.3,,,8.0,10.7,6879,6779,POINT (-77.044612 38.8973521),11001010800,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001001303,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3.1,,,2.8,3.4,3763,3449,POINT (-77.0589323 38.9446266),11001001303,DISABLT,VISION,CrdPrv,Vision Disability
2021,DC,District of Columbia,District of Columbia,11001,11001011100,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,38.8,,,34.8,43.0,5903,4361,POINT (-76.9681631 38.9158612),11001011100,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2022,DC,District of Columbia,District of Columbia,11001,11001007401,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,29.6,,,26.7,32.6,1259,868,POINT (-76.9991203 38.8675208),11001007401,HLTHSTAT,GHLTH,CrdPrv,General Health
2022,DC,District of Columbia,District of Columbia,11001,11001000502,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,3.9,,,3.5,4.5,3418,2972,POINT (-77.0595624 38.9283547),11001000502,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001010100,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,5.4,,,4.7,6.0,2699,2625,POINT (-77.0318472 38.9026971),11001010100,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001001902,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.1,,,4.0,6.5,2117,1681,POINT (-77.0156458 38.9639299),11001001902,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001001100,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,7.0,,,6.1,8.0,5300,4281,POINT (-77.0776732 38.9572432),11001001100,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001001803,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,20.5,,,17.9,23.2,4102,3066,POINT (-77.0419173 38.9672412),11001001803,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2022,DC,District of Columbia,District of Columbia,11001,11001007100,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,16.4,,,13.5,19.6,3218,2648,POINT (-76.986838 38.8771811),11001007100,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001000702,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,2.1,,,1.9,2.4,3452,3175,POINT (-77.077893 38.9241271),11001000702,HLTHOUT,COPD,CrdPrv,COPD
