X,Y,NAME,ADDRESS,LICENSE_NUMBER,LICENSE_TYPE,LICENSE_ISSUE_DATE,LICENSE_EXPIRATION_DATE,WARD,ZIPCODE,CONTACT_TYPE,EMAIL,PHONE,FAX_NUMBER,START_TIME,END_TIME,POINT_OF_CONTACT,OTHER_CONTACT_DESCRIPTION,C_O_HO_PERMIT_ISSUED_DATE,FIRE_INSPECTION_DATE,NUMBER_OF_INFANTS,NUMBER_OF_PRESCHOOL_CHILDREN,NUMBER_OF_TODDLERS,NUM_OF_SCHOOL_AGE_CHILDREN,AUTHORIZED_CAPACITY,INSPECTOR_ASSIGNED,LATITUDE,LONGITUDE,XCOORD,YCOORD,MAR_MATCHADDRESS,MARID,OBJECTID
-8573779.74082893,4708691.41620255,"Springfield Baptist Church ""Kingdom Kids"" CDC","508  P ST, NW ",CDC-908282,Full License,2023/10/02 04:00:00+00,2026/10/31 04:00:00+00,2,20001,Center Director,kingdomkids508@gmail.com,(202) 234-4291,,,,Rashyll Houston,,1996/09/30 04:00:00+00,2024/07/17 04:00:00+00,8,12,39,0,59,stephanie.tindal@dc.gov,38.90931719,-77.01957155,398302.51,137939.73,508 P STREET NW,279812,140284
-8569165.74307969,4713858.40501306,YMCA Calomiris Center,"1906  Allison ST, NE ",CDC-908289,Full License,2024/07/03 04:00:00+00,2027/03/31 04:00:00+00,5,20018,Center Director,andrea.brown@ymcadc.org,(202) 526-4233,,,,Andrea Brown,,1993/03/01 05:00:00+00,2024/06/25 04:00:00+00,0,29,0,46,75,candia.faison@dc.gov,38.94542573,-76.97812331,401896.46,141948.17,1906 ALLISON STREET NE,302514,140285
-8573091.26591554,4706913.44395607,Georgetown Law Early Learning Center,"120 F ST, NW ",CDC-908343,Full License,2024/09/24 04:00:00+00,2026/10/31 04:00:00+00,6,20001,Center Director,ck991@georgetown.edu,(202) 662-9256,,,,Carleen Kinlock,,1993/08/02 04:00:00+00,2024/04/22 04:00:00+00,0,14,24,0,38,candia.faison@dc.gov,38.8968878,-77.01338688,398838.72,136559.87,120 F STREET NW,238371,140286
-8571893.28754296,4699079.9674197,Kuumba Learning Center,"3328 Martin Luther King Jr. AVE, SE APT 3",CDC-908390,Full License,2024/03/08 05:00:00+00,2026/12/31 05:00:00+00,8,20032,Owner/Director,kuumbateachers@gmail.com,(202) 563-5971,,,,Maja T. Rasheed,,2010/12/10 05:00:00+00,2023/10/31 04:00:00+00,6,34,9,11,60,Makia.Tabourn@dc.gov,38.84209986,-77.00262526,399772.09,130477.92,3328 MARTIN LUTHER KING JR AVENUE SE,36183,140287
-8570271.97794214,4698327.93893278,Kiddies Inc.,"1130  Varney ST, SE BLDG 202",CDC-908508,Full License,2024/01/08 05:00:00+00,2026/12/31 05:00:00+00,8,20032,Owner/Director,Bianca@kiddiesinc.com,(202) 581-1745,,,,Bianca Smith,,2022/04/11 04:00:00+00,2023/09/27 04:00:00+00,16,35,43,0,94,ronica.milledge1@dc.gov,38.83683756,-76.98806079,401036.57,129893.87,1130 VARNEY STREET SE,277895,140288
-8575600.26335376,4711233.09395536,Little Flower Montessori School,"3029 16th ST, NW ",CDC-908524,Restricted,2025/03/04 05:00:00+00,2025/04/03 04:00:00+00,1,20009,Center Director,littleflowermontessori16th@gmail.com,(571) 426-9914,,,,Eliana Noguchi,,2015/03/20 04:00:00+00,2024/12/31 05:00:00+00,0,10,10,0,20,candia.faison@dc.gov,38.9270817,-77.03592557,396884.86,139912.17,3029 16TH STREET NW,234357,140289
-8578599.24813806,4716027.32184854,Temple Sinai Nursery School,"3100  Military RD, NW ",CDC-908535,Full License,2024/03/08 05:00:00+00,2027/02/28 05:00:00+00,4,20015,Center Director,nurseryschool@templesinaidc.org,(202) 362-3836,,,,Alison Hurewitz,,1971/11/26 05:00:00+00,2024/03/20 04:00:00+00,0,114,36,0,150,yesset.makonnen@dc.gov,38.96057747,-77.0628659,394551.4,143631.8,3100 MILITARY ROAD NW,261370,140290
-8570590.18668371,4712473.08527566,I-Care Child Development Center,"3737 12th ST, NE ",CDC-908554,Full License,2023/10/10 04:00:00+00,2026/09/30 04:00:00+00,5,20017,Owner/Director,sharon3737jones@comcast.net,(202) 450-1564,,,,Sharon Jones,,1997/12/16 05:00:00+00,2024/01/03 05:00:00+00,6,15,34,0,55,Zulieka.Crawford@dc.gov,38.93574673,-76.9909193,400787.3,140873.49,3737 12TH STREET NE,31063,140291
-8571944.41932375,4698924.66695299,National Children's Center,"3400  Martin Luther King Jr. AVE, SE ",CDC-908589,Full License,2024/02/07 05:00:00+00,2027/01/31 05:00:00+00,8,20032,Other,yshaffi@NCCINC.org,(202) 279-4900,,,,Yasmin Shaffi,Executive Director,2007/08/08 04:00:00+00,2024/12/24 05:00:00+00,64,77,84,75,300,candia.faison@dc.gov,38.84101325,-77.00308458,399732.21,130357.3,3400 MARTIN LUTHER KING JR AVENUE SE,35265,140292
-8575326.92173086,4711247.23590622,CentroNia,"1420 Columbia RD, NW ",CDC-908601,Full License,2024/02/16 05:00:00+00,2027/01/31 05:00:00+00,1,20009,Center Director,hvelasquez@centronia.org,(202) 332-4200,,,,Heriberto Velasquez,,2005/06/06 04:00:00+00,2023/06/06 04:00:00+00,48,56,232,64,400,Makia.Tabourn@dc.gov,38.92718019,-77.03347011,397097.78,139923.06,1420 COLUMBIA ROAD NW,234355,140293
-8578505.41010739,4707869.84503384,The Georgetown Montessori School Inc.,"1041 Wisconsin AVE, NW ",CDC-908604,Full License,2024/05/23 04:00:00+00,2027/01/31 05:00:00+00,2,20007,Center Director,info@georgetownmontessori.com,(202) 337-8058,,,,Lee Allard,,1995/09/05 04:00:00+00,2024/12/16 05:00:00+00,0,30,12,0,42,Makia.Tabourn@dc.gov,38.90357405,-77.06202295,394620.16,137303.84,1041 WISCONSIN AVENUE NW,273796,140294
-8572902.87723956,4711186.36404999,"La Petite Academy, Inc.","1  Michigan AVE, NW ",CDC-908613,Full License,2024/02/29 05:00:00+00,2027/01/31 05:00:00+00,5,20010,Center Director,7122@lapetite.com,(202) 986-5738,,,,Bria Clemmons,,2001/12/12 05:00:00+00,2023/09/28 04:00:00+00,56,44,44,0,144,jazmin.hunt@dc.gov,38.92675479,-77.01169455,398985.95,139875.37,1 MICHIGAN AVENUE NW,302472,140295
-8573883.37911623,4715393.32556089,Children's Hut,"510 Kennedy ST, NW ",CDC-908615,Full License,2023/10/01 04:00:00+00,2026/10/31 04:00:00+00,4,20011,Center Director,childrenshut@yahoo.com,(202) 722-0885,,,,Maria Oacan,,1995/06/20 04:00:00+00,2024/03/14 04:00:00+00,14,40,52,0,106,stephanie.tindal@dc.gov,38.95614913,-77.02050254,398222.93,143138.5,510 KENNEDY STREET NW,285080,140296
-8577791.55750432,4711107.38032672,Aidan Montessori School,"2700  27th ST, NW ",CDC-908664,Full License,2024/01/26 05:00:00+00,2027/01/31 05:00:00+00,3,20008,Center Director,m.vicens@aidanschool.org,(202) 387-2700,,,,Mariana Vicens,,1979/05/16 04:00:00+00,2025/01/16 05:00:00+00,0,115,15,0,130,yesset.makonnen@dc.gov,38.92620315,-77.0556103,395177.92,139815.5,2700 27TH STREET NW,220050,140297
-8575603.08974139,4708914.84103041,DCJCC Preschool,"1529 16th  ST, NW ",CDC-908815,Full License,2023/08/28 04:00:00+00,2026/08/31 04:00:00+00,2,20036,Center Director,laurene@edcjcc.org,(202) 777-3256,,,,Lauren Eskovitz,,2023/01/17 05:00:00+00,2024/07/30 04:00:00+00,0,100,36,0,136,candia.faison@dc.gov,38.91087895,-77.03595097,396881.95,138113.53,1529 16TH STREET NW,225737,140298
-8579671.93028628,4710555.96747096,Glover Park KinderCare,"2461 Wisconsin AVE, NW ",CDC-102807,Full License,2024/10/11 04:00:00+00,2027/06/30 04:00:00+00,3,20007,Center Director,afriyie.turner@kindercare.com,(202) 944-8529,,,,Afriyie Turner,,2021/03/18 04:00:00+00,2024/03/20 04:00:00+00,23,16,32,0,71,ronica.milledge1@dc.gov,38.9223495,-77.07250197,393712.87,139388.74,2461 WISCONSIN AVENUE NW,284395,140299
-8574235.68434699,4711573.8009972,Peaceful Play Center,"3110 Georgia AVE, NW ",CDC-102808,Full License,2024/08/01 04:00:00+00,2027/07/31 04:00:00+00,1,20010,Other,peacefulplaycenter@gmail.com,(202) 372-6807,,,,Mayoly De Leon,Owner,2021/03/12 05:00:00+00,2024/04/06 04:00:00+00,12,11,8,0,31,kanell.johnson@dc.gov,38.92946232,-77.02366736,397947.85,140176.13,3110 GEORGIA AVENUE NW,232888,140300
-8569276.19256121,4713626.78615468,Newlen Early Childhood School Readiness Center II,"1725 Michigan AVE, NE ",CDC-102810,Full License,2024/08/05 04:00:00+00,2027/07/31 04:00:00+00,5,20017,Center Director,services@newleneducation.com,(202) 248-2596,,,,Dr. Sharon Lennon,,2021/02/17 05:00:00+00,2024/04/15 04:00:00+00,16,9,25,0,50,Makia.Tabourn@dc.gov,38.94380748,-76.9791155,401810.49,141768.51,1725 MICHIGAN AVENUE NE,286441,140301
-8570907.13862259,4712554.44740008,Petit Scholars North Campus II,"3730 10th ST, NE ",CDC-102811,Full License,2024/07/11 04:00:00+00,2027/05/31 04:00:00+00,5,20017,Other,lashada@petitscholars.com,(202) 248-3358,,,,LaShada Ham-Campell,owner,2021/05/06 04:00:00+00,2024/07/10 04:00:00+00,16,10,30,0,56,kimberly.handon-lindsey@dc.gov,38.93631525,-76.99376653,400540.44,140936.58,3730 10TH STREET NE,31163,140302
-8573423.04598979,4716799.32668747,The Learning Curve  CDC IV,"6234 3rd ST, NW ",CDC-102812,Full License,2024/07/12 04:00:00+00,2027/07/31 04:00:00+00,4,20011,Owner/Director,thelearningcurvecdc@gmail.com,(202) 864-6429,,,,Tanetta Merritt,,2021/04/28 04:00:00+00,2024/09/12 04:00:00+00,8,10,13,5,36,kimberly.handon-lindsey@dc.gov,38.96597013,-77.0163673,398581.55,144228.65,6234 3RD STREET NW,285327,140303
-8569800.58149459,4705475.1337944,"Jenkins Hill Child Development Center, Inc.","201 15th ST, SE ",CDC-102813,Full License,2024/07/05 04:00:00+00,2027/06/30 04:00:00+00,6,20003,Owner/Director,janice@jenkinshillcdc.org,(202) 913-3201,,,,Janice Kinard Bean,,2021/04/16 04:00:00+00,2024/04/24 04:00:00+00,8,7,6,0,21,kimberly.handon-lindsey@dc.gov,38.88683131,-76.98382616,401403.24,135443.56,201 15TH STREET SE,306228,140304
-8568793.34887888,4699711.99039821,Emergent Preparatory Academy IV,"2011 Savannah ST, SE ",CDC-102816,Full License,2024/11/22 05:00:00+00,2027/09/30 04:00:00+00,8,20020,Owner/Director,deloresmcgee.emergent@gmail.com,(301) 357-1015,,,,DeloresMcGee,,2021/04/09 04:00:00+00,2024/06/18 04:00:00+00,8,16,32,0,56,Zulieka.Crawford@dc.gov,38.84652151,-76.97477805,402189.49,130969.09,2011 SAVANNAH STREET SE,290177,140305
-8569736.20931388,4709550.2781056,Gatari Child Development Center III,"2003 Hecht AVE, NE ",CDC-102818,Full License,2024/12/27 05:00:00+00,2027/09/30 04:00:00+00,5,20002,Center Director,gataricdc3@outlook.com,(202) 629-3671,,,,Eva Fletcher,,2021/05/24 04:00:00+00,2024/10/10 04:00:00+00,16,16,20,0,52,kanell.johnson@dc.gov,38.91532018,-76.9832479,401452.83,138606.1,2003 HECHT AVENUE NE,313833,140306
-8567949.9235292,4710677.26647371,Gatari Child Development Center II,"2535 Bladensburg RD, NE ",CDC-102819,Full License,2025/03/06 05:00:00+00,2027/11/30 05:00:00+00,5,20018,Owner/Director,blatifa2589@yahoo.com,(240) 467-4391,,,,Latifa Boukari,,2021/05/27 04:00:00+00,2025/02/19 05:00:00+00,6,16,8,0,30,kanell.johnson@dc.gov,38.92319724,-76.96720142,402844.15,139480.86,2535 BLADENSBURG ROAD NE,46196,140307
-8564577.84481865,4708030.30091694,Educare DC- IDEA,"4501 Lee ST, NE ",CDC-102823,Full License,2024/09/03 04:00:00+00,2027/08/31 04:00:00+00,7,20019,Center Director,anwilliams@educaredc.org,(202) 727-5604,,,,Angela Williams,,2021/06/17 04:00:00+00,2024/02/29 05:00:00+00,16,0,64,0,80,kanell.johnson@dc.gov,38.90469574,-76.93690954,405472.35,137428.42,4501 LEE STREET NE,155652,140308
-8570068.44531318,4709091.22567718,Adiam Haddege / Zoe's Home Daycare,"1835 Kendall ST, NE ",CDX-102825,Full License,2024/11/07 05:00:00+00,2027/10/31 04:00:00+00,5,20002,Home Provider,adiam.hagos@yahoo.com,(202) 294-4205,,,,Adiam Haddege,,2021/06/04 04:00:00+00,2024/08/08 04:00:00+00,4,1,2,0,7,Makia.Tabourn@dc.gov,38.91211187,-76.98623242,401194.05,138249.87,1835 KENDALL STREET NE,54974,140309
-8569581.92248441,4707795.95817266,Sequoia School Child Care and Early Learning  Center,"1016 Bladensburg RD,  NE ",CDC-102826,Full License,2024/08/27 04:00:00+00,2027/08/31 04:00:00+00,5,20002,Owner/Director,info@sequoiaschooldc.com,(202) 964-0470,,,,Young Kim,,2022/03/23 04:00:00+00,2024/07/01 04:00:00+00,16,0,32,0,48,Zulieka.Crawford@dc.gov,38.90305752,-76.98186192,401573.3,137244.83,1016 BLADENSBURG ROAD NE,75608,140310
-8571108.64272933,4704068.89836023,"Phase Family Center DC, LLC","770 M Street, SE ",CDC-102827,Full License,2025/03/03 05:00:00+00,2027/10/31 04:00:00+00,8,20003,Other,vanessa.zaczek@phase.center,(202) 964-4850,,,,Vanessa Zaczek,POC,2021/11/22 05:00:00+00,2024/03/05 05:00:00+00,30,32,30,0,92,kimberly.handon-lindsey@dc.gov,38.87699771,-76.99557668,400383.82,134351.84,770 M STREET SE,288946,140311
-8571939.53217977,4707753.08868333,Bright Start NOMA LLC,"200 K ST, NE ",CDC-102828,Restricted,2025/01/22 05:00:00+00,2025/04/22 04:00:00+00,6,20002,Owner/Director,marcia@brightstartdconline.com,(202) 410-2820,,,,Marcia St. Hilaire-Finn,,2021/07/14 04:00:00+00,2024/07/02 04:00:00+00,11,53,20,0,84,kanell.johnson@dc.gov,38.90275783,-77.00304068,399736.25,137211.41,200 K STREET NE,299625,140312
-8574352.15531091,4713242.83777347,Soles Montessori Child Development  LLC,"4101 9th ST, NW ",CDC-102830,Full License,2024/11/07 05:00:00+00,2027/10/31 04:00:00+00,4,20011,Other,info@solesmontessori.com,(202) 412-7699,,,,Maribel Lourdes Gutierrez,owner,2021/09/17 04:00:00+00,2024/09/18 04:00:00+00,16,8,13,0,37,kimberly.handon-lindsey@dc.gov,38.94112488,-77.02471363,397857.48,141470.8,4101 9TH STREET NW,252497,140313
-8575533.88502092,4717214.32594279,Sweet Home Daycare,"1508 Underwood ST, NW ",CDX-102831,Full License,2025/01/30 05:00:00+00,2027/12/31 05:00:00+00,4,20012,Home Provider,sharonkatrin14@gmail.com,(240) 997-1403,,,,Sharon Loma,,2020/08/21 04:00:00+00,2024/08/26 04:00:00+00,2,5,2,0,9,candia.faison@dc.gov,38.96886867,-77.03532929,396938.36,144550.88,1508 UNDERWOOD STREET NW,259489,140314
-8579853.47519514,4712431.26277214,Communikids Preschool LLC VII,"3400 Idaho AVE, NW STE# 100B ",CDC-102836,Full License,2024/10/07 04:00:00+00,2027/09/30 04:00:00+00,3,20016,Owner/Director,jeannine@communikids.com,(202) 768-7900,,,,Jeannine Piacenza,,2021/07/06 04:00:00+00,2024/08/27 04:00:00+00,0,0,28,0,28,Zulieka.Crawford@dc.gov,38.93545449,-77.07413281,393572.63,140843.62,3400 IDAHO AVENUE NW,284650,140315
-8573694.32528841,4705127.22512424,AppleTree Early Learning Public Charter School - Southwest,488 Virginia AVE. SW ,CDC-102839,Expired,2023/11/09 05:00:00+00,2025/02/28 05:00:00+00,6,20024,Other,devon.tucker@appletreeinstitute.org,(202) 978-2910,,,,Devon Tucker,Operations & Compliance Specialist,2020/10/19 04:00:00+00,2023/03/01 05:00:00+00,0,61,0,0,61,jazmin.hunt@dc.gov,38.88439823,-77.01880425,398368.49,135173.55,488 VIRGINIA AVENUE SW,331224,140316
-8577680.80666932,4716863.37656838,Elizabeth Palomino CDX,"5728 Oregon AVE, NW ",CDX-102844,Full License,2025/02/20 05:00:00+00,2028/02/29 05:00:00+00,4,20015,Home Provider,apolonia.palomino@gmail.com,(202) 460-7014,,,,Elizabeth Palomino,,2021/08/05 04:00:00+00,2024/08/26 04:00:00+00,3,0,6,0,9,yesset.makonnen@dc.gov,38.96641749,-77.0546154,395266.86,144279.6,5728 OREGON AVENUE NW,259942,140317
-8577734.82308798,4707044.26890856,Watergate KinderCare,"600 New Hampshire AVE, NW. ",CDC-102845,Full License,2024/12/12 05:00:00+00,2027/12/31 05:00:00+00,2,20037,Center Director,mary.morse@kindercare.com,(202) 333-0567,,,,Mary Morse,,2024/03/04 05:00:00+00,2024/10/16 04:00:00+00,8,16,8,0,32,stephanie.tindal@dc.gov,38.8978021,-77.05510065,395220.21,136662.76,600 NEW HAMPSHIRE AVENUE NW,279838,140318
-8574002.50194157,4709346.63544003,Barbara Chambers Children's Center #5,"1739 7th ST, NW ",CDC-102847,Full License,2022/03/07 05:00:00+00,2025/03/31 04:00:00+00,2,20001,Center Director,marese@barbarachambers.org,(202) 808-2607,,,,Marie Arese,,2021/06/22 04:00:00+00,2024/03/12 04:00:00+00,16,10,21,0,47,Zulieka.Crawford@dc.gov,38.91389713,-77.02157264,398129.07,138448.18,1739 7TH STREET NW,242768,140319
-8577474.71112255,4708216.67524854,Kiddie Academy Of DC -  West End,"1227 25th ST, NW Suite  #101 ",CDC-102848,Full License,2022/03/07 05:00:00+00,2025/03/31 04:00:00+00,2,20037,Center Director,DCWESTEND@KIDDIEACADEMY.NET,(202) 803-2494,,,,Dorcas Roco,,2021/10/22 04:00:00+00,2024/01/22 05:00:00+00,16,30,44,0,90,jazmin.hunt@dc.gov,38.9059986,-77.05276402,395423.43,137572.48,1227 25TH STREET NW,273948,140320
-8570278.05604315,4704656.68306446,STORY TIME KIDS LLC,"1301 Pennsylvania AVE, SE ",CDC-102849,Full License,2025/02/01 05:00:00+00,2028/01/31 05:00:00+00,6,20003,Center Director,storytimekidzdc@gmail.com  ,(202) 621-9648,,,,Jessica Cinco,,2021/11/09 05:00:00+00,2024/09/18 04:00:00+00,8,8,14,0,30,jazmin.hunt@dc.gov,38.88110817,-76.98811539,401031.19,134808.19,1301 PENNSYLVANIA AVENUE SE,149897,140321
-8572405.79799768,4707846.39609622,TeleTots By Reggio's Treehouse,"45 L ST, NE ",CDC-102856,Full License,2025/03/04 05:00:00+00,2028/03/31 04:00:00+00,6,20002,Center Director,tlangley@reggiostreehouse.com,(202) 741-1628,,,,Taylor Langley,,2020/07/17 04:00:00+00,2024/05/08 04:00:00+00,16,0,24,0,40,ronica.milledge1@dc.gov,38.90340979,-77.00722921,399372.94,137283.84,45 L STREET NE,20784,140322
-8570162.67297204,4701690.22482905,"Angel's Arena Child Care, LLC","1425 Bangor ST, SE ",CDX-102858,Full License,2022/05/27 04:00:00+00,2025/05/31 04:00:00+00,8,20020,Home Provider,rsimril@yahoo.com,(202) 889-2615,,,,Renita Simri Hill,,2021/11/23 05:00:00+00,2024/11/18 05:00:00+00,2,2,5,0,9,kanell.johnson@dc.gov,38.86036089,-76.98707889,401121.45,132505.1,1425 BANGOR STREET SE,63989,140323
-8576409.55949167,4708457.52356504,La Petite Academy DBA Everbrook Academy,"1307 19th ST, NW ",CDC-102860,Full License,2022/04/25 04:00:00+00,2025/04/30 04:00:00+00,2,20036,Center Director,4707@everbrookacademy.com,(202) 467-4202,,,,LaDonna Jones,,2021/12/02 05:00:00+00,2024/03/14 04:00:00+00,8,16,20,0,44,Zulieka.Crawford@dc.gov,38.90768223,-77.0431956,396253.45,137758.94,1307 19TH STREET NW,301805,140324
-8573747.81224768,4716888.39691889,UPO @ Coolidge High School,"405 Sheridan ST, NW ",CDC-102863,Full License,2023/07/14 04:00:00+00,2025/05/31 04:00:00+00,4,20011,Center Director,fechols@upo.org,(202) 238-4600,,,,Felicia Echols,,2022/03/17 04:00:00+00,2023/11/21 05:00:00+00,8,1,7,0,16,ronica.milledge1@dc.gov,38.96659191,-77.01928473,398328.73,144297.76,405 SHERIDAN STREET NW,319880,140325
-8570126.24550396,4708361.25024521,Sprouts Town Child Care Development 2,"1204-1206 Queen ST, NE ",CDC-102864,Full License,2022/05/13 04:00:00+00,2025/05/31 04:00:00+00,5,20002,Center Director,luwam.berhane.lb@gmail.com,(202) 509-6830,,,,Audrey Pabs Garnon,,2022/01/05 05:00:00+00,2025/02/14 05:00:00+00,7,0,6,0,13,kimberly.handon-lindsey@dc.gov,38.90700891,-76.98675165,401149.1,137683.43,1204 QUEEN STREET NE,312434,140326
-8574424.90886927,4717276.25785834,"Child's First Step, LLC","6511 Piney Branch RD, NW ",CDX-102865,Full License,2022/07/18 04:00:00+00,2025/07/31 04:00:00+00,4,20012,Home Provider,rosechildfirststep@gmail.com,(202) 487-7500,,,,Rosilene  Ribeiro,,2022/01/21 05:00:00+00,2024/07/05 04:00:00+00,4,3,2,0,9,kimberly.handon-lindsey@dc.gov,38.96930122,-77.02536719,397801.69,144598.61,6511 PINEY BRANCH ROAD NW,254015,140327
-8577467.6193454,4708360.23697057,Tomorrow's Promise Learning Center,"2450 N Street, NW Suite 100 ",CDC-102866,Full License,2022/05/12 04:00:00+00,2025/05/31 04:00:00+00,2,20037,Owner/Director,tplearningcenter@icloud.com,(202) 255-1509,,,,Marina Kamara,,2021/10/01 04:00:00+00,2024/04/29 04:00:00+00,16,16,12,0,44,candia.faison@dc.gov,38.90700216,-77.05270031,395429.02,137683.88,2450 N STREET NW,259698,140328
-8572797.94413783,4709034.87446773,Petit Scholars Bloomingdale,"52 Quincy PL, NW   Unit B ",CDC-102867,Full License,2022/03/08 05:00:00+00,2025/03/31 04:00:00+00,5,20001,Other,lashada@petitscholars.com,(202) 588-5221,,,,LaShada Ham-Campbell,owner,2022/01/28 05:00:00+00,2023/09/25 04:00:00+00,8,8,16,0,32,kimberly.handon-lindsey@dc.gov,38.91171798,-77.01075192,399067.49,138206.11,52 QUINCY PLACE NW,226684,140329
-8573877.19234569,4706664.06701378,Kenney Business Solutions Inc. USAO Child Care Waiting Room,"601 D ST, NW ",CDC-102869,Full License,2022/04/29 04:00:00+00,2025/04/30 04:00:00+00,2,20530,Center Director,smcmaugh@kbsolutionscorp.com,(703) 865-5299,,,,Stefanie McMaugh,,2022/04/07 04:00:00+00,2024/05/22 04:00:00+00,1,5,4,2,12,kimberly.handon-lindsey@dc.gov,38.89514395,-77.02044697,398226.23,136366.44,601 D STREET NW,238714,140330
-8572562.51862104,4716781.31141212,Friendship Public Charter School @ Ideal Kansas Avenue,"6200 Kansas AVE, NE ",CDC-102870,Full License,2022/07/27 04:00:00+00,2025/07/31 04:00:00+00,4,20011,Other,Acampbell@friendshipschools.org,(202) 281-1714,,,,Jackson Campbell,Compliance Manager,2021/08/20 04:00:00+00,2023/10/11 04:00:00+00,0,20,0,80,100,Zulieka.Crawford@dc.gov,38.96584397,-77.00863706,399251.48,144214.59,6200 KANSAS AVENUE NE,304055,140331
-8572854.99123655,4697720.54838416,Washington Academy Preschool,"3960 2nd ST, SW ",CDX-102871,Full License,2024/06/03 04:00:00+00,2025/06/30 04:00:00+00,8,20032,Home Provider,eslinstitute.bilingual@gmail.com,(202) 230-2631,,,,Homer L Thomas,,2021/09/30 04:00:00+00,2024/05/16 04:00:00+00,2,3,4,0,9,candia.faison@dc.gov,38.83258768,-77.01126439,399021.96,129422.06,3960 2ND STREET SW,28569,140332
-8563926.76160028,4704826.16018803,Redhead Laugh Learn and Play Childcare,5041 Kimi Gray Ct. SE ,CDX-102872,Full License,2024/10/24 04:00:00+00,2025/07/31 04:00:00+00,7,20019,Owner/Director,redheadlaughlearnandplay@yahoo.com,(202) 922-2400,,,,Latasha Cotton,,2020/01/14 05:00:00+00,2024/06/05 04:00:00+00,6,0,6,0,12,jazmin.hunt@dc.gov,38.8822933,-76.93106076,405981.54,134941.94,5041 KIMI GRAY COURT SE,305299,140333
-8566936.70053593,4709835.11188347,KD'S Discovery Learning Centers,"3400 New York AVE, NE ",CDC-102873,Full License,2024/07/24 04:00:00+00,2025/09/30 04:00:00+00,5,20002,Other,Compliance@happyfaces247.com,(202) 800-7099,,,,Tameenah Adams,Owner,2022/02/09 05:00:00+00,2023/12/11 05:00:00+00,32,86,40,50,208,Makia.Tabourn@dc.gov,38.91731102,-76.95809949,403633.73,138827.8,3400 NEW YORK AVENUE NE,300371,140334
-8574446.20039969,4715594.94919564,Blanca Vasquez,"841 Longfellow ST, NW ",CDX-102875,Full License,2023/06/28 04:00:00+00,2026/06/30 04:00:00+00,4,20011,Home Provider,vasquezmerary@yahoo.com,(202) 316-0469,,,,Merary Vasquez,,2022/05/02 04:00:00+00,2024/07/29 04:00:00+00,2,3,4,0,9,stephanie.tindal@dc.gov,38.95755757,-77.02555845,397784.75,143294.96,841 LONGFELLOW STREET NW,254403,140335
-8575119.02783828,4710182.20716662,MESAC Child Development Center II,"2213 14th ST, NW   Suite A ",CDC-102876,Full License,2023/03/24 04:00:00+00,2025/07/31 04:00:00+00,1,20009,Owner/Director,mesaccdc@gmail.com,(202) 631-9515,,,,Maria Del Carmen Cabieses,,2022/06/14 04:00:00+00,2024/06/06 04:00:00+00,8,13,27,0,48,Zulieka.Crawford@dc.gov,38.91973696,-77.03160256,397259.43,139096.74,2213 14TH STREET NW,284282,140336
-8573424.18392448,4705276.96279742,HHS/ED Children 's Center by Reggio's Treehouse,"330 C ST, SW ",CDC-102877,Full License,2022/07/29 04:00:00+00,2025/07/31 04:00:00+00,6,20201,Center Director,scole@reggiostreehouse.com,(202) 509-4989,,,,Sierra Cole-Linster,,2009/03/19 04:00:00+00,2024/07/22 04:00:00+00,16,12,24,0,52,yesset.makonnen@dc.gov,38.88544528,-77.01637753,398579.06,135289.74,330 C STREET SW,276582,140337
